sp,chr,loc,score,msp,mchr,mloc
human,6,64000000,2393,gorilla,6,64000000,inversed
chimp,7,169000000,2370,human,7,85000000,inversed
gorilla,X,21000000,2325,chimp,X,37000000,inversed
chimp,20,25000000,2280,human,20,1000000,inversed
chimp,20,25000000,2123,gorilla,20,1000000,inversed
gorilla,8,127000000,2155,human,8,123000000,same orientation
human,12,115000000,2309,chimp,12,100000000,inversed
chimp,7,72000000,1859,human,7,64000000,same orientation
gorilla,6,10000000,2268,human,6,9000000,same orientation
human,2,96000000,755,chimp,2A,95000000,same orientation
human,2,96000000,752,chimp,2A,98000000,same orientation
human,10,42000000,2193,chimp,10,42000000,inversed
human,5,161000000,2191,chimp,5,149000000,same orientation
chimp,12,78000000,2391,human,12,54000000,same orientation
gorilla,11,49000000,1759,human,11,10000000,inversed
gorilla,11,49000000,1690,chimp,11,5000000,inversed
gorilla,1,154000000,2335,chimp,1,159000000,inversed
gorilla,1,154000000,2233,human,1,171000000,inversed
chimp,3,139000000,2197,human,3,182000000,inversed
gorilla,22,8000000,2304,chimp,22,7000000,inversed
gorilla,8,124000000,2307,chimp,8,102000000,inversed
gorilla,X,89000000,851,chimp,X,109000000,inversed
gorilla,X,89000000,825,chimp,X,162000000,inversed
chimp,13,19000000,2046,gorilla,13,19000000,same orientation
gorilla,3,3000000,1997,chimp,3,2000000,same orientation
gorilla,2B,84000000,2354,human,2,188000000,same orientation
gorilla,2B,84000000,2145,chimp,2B,83000000,same orientation
chimp,6,7000000,1816,human,6,19000000,inversed
chimp,6,7000000,1719,gorilla,6,20000000,inversed
gorilla,5,35000000,1745,chimp,17,8000000,inversed
gorilla,5,35000000,420,chimp,17,81000000,inversed
chimp,16,31000000,641,gorilla,16,33000000,same orientation
gorilla,1,63000000,2300,chimp,1,69000000,inversed
gorilla,1,63000000,2298,human,1,71000000,inversed
human,1,126000000,346,chimp,1,136000000,inversed
human,1,126000000,309,gorilla,1,140000000,inversed
gorilla,7,46000000,2050,chimp,7,44000000,same orientation
gorilla,7,46000000,1200,human,7,44000000,same orientation
gorilla,7,46000000,850,human,7,45000000,same orientation
chimp,6,24000000,1876,human,6,0,same orientation
chimp,17,37000000,2366,human,17,17000000,inversed
gorilla,9,20000000,2320,human,9,16000000,inversed
gorilla,9,20000000,2175,chimp,9,12000000,inversed
gorilla,8,110000000,1819,human,8,107000000,same orientation
gorilla,8,110000000,396,human,8,106000000,same orientation
chimp,7,45000000,1778,human,7,45000000,same orientation
chimp,7,45000000,1472,gorilla,7,46000000,same orientation
gorilla,6,27000000,1922,human,6,26000000,same orientation
gorilla,11,110000000,1840,chimp,11,110000000,inversed
gorilla,11,110000000,1761,human,11,94000000,inversed
human,5,156000000,1943,chimp,5,144000000,same orientation
gorilla,18,73000000,2134,chimp,18,46000000,inversed
chimp,1,0,1446,chimp,7,159000000,same orientation
chimp,1,0,893,human,1,0,same orientation
chimp,1,0,882,gorilla,1,0,same orientation
human,11,93000000,2304,gorilla,11,111000000,inversed
chimp,4,170000000,2084,human,4,165000000,same orientation
chimp,4,170000000,1798,gorilla,4,179000000,same orientation
chimp,4,73000000,1986,human,4,54000000,inversed
chimp,4,73000000,1846,gorilla,4,65000000,inversed
chimp,6,111000000,2556,human,6,150000000,inversed
human,1,207000000,1940,chimp,1,212000000,same orientation
human,1,207000000,1526,gorilla,1,216000000,same orientation
gorilla,10,30000000,1709,chimp,10,31000000,inversed
gorilla,10,30000000,1673,human,10,9000000,inversed
gorilla,9,88000000,2199,human,9,80000000,inversed
gorilla,9,88000000,2190,chimp,9,82000000,inversed
gorilla,3,38000000,2138,chimp,3,37000000,same orientation
gorilla,14,66000000,2650,human,14,60000000,inversed
gorilla,X,2000000,1367,human,X,0,same orientation
human,21,15000000,2364,chimp,21,14000000,same orientation
human,21,15000000,2244,gorilla,21,16000000,same orientation
human,X,27000000,2663,chimp,X,29000000,inversed
human,X,27000000,2580,chimp,X,154000000,inversed
gorilla,6,62000000,2261,chimp,6,61000000,inversed
human,6,20000000,2289,gorilla,6,20000000,same orientation
human,11,106000000,1923,gorilla,11,98000000,inversed
human,11,106000000,455,chimp,11,121000000,inversed
gorilla,17,23000000,1755,human,5,67000000,same orientation
gorilla,17,23000000,1636,chimp,5,19000000,same orientation
gorilla,20,38000000,2113,human,20,35000000,same orientation
gorilla,20,38000000,1275,chimp,20,39000000,same orientation
gorilla,20,38000000,719,chimp,20,38000000,same orientation
chimp,10,36000000,2431,gorilla,10,25000000,inversed
gorilla,2B,110000000,2189,human,2,215000000,inversed
gorilla,4,103000000,2037,human,4,90000000,same orientation
gorilla,6,117000000,2244,human,6,144000000,inversed
chimp,14,60000000,2542,human,14,66000000,inversed
gorilla,3,193000000,2313,chimp,3,192000000,same orientation
gorilla,16,42000000,2083,human,16,38000000,same orientation
chimp,5,169000000,2281,human,5,143000000,same orientation
gorilla,12,3000000,1604,chimp,12,3000000,same orientation
gorilla,17,31000000,1392,chimp,5,47000000,inversed
gorilla,17,31000000,1363,human,5,60000000,inversed
gorilla,13,67000000,369,human,13,65000000,inversed
gorilla,13,67000000,331,chimp,13,66000000,inversed
gorilla,9,109000000,2240,chimp,9,100000000,same orientation
gorilla,9,109000000,1114,human,9,97000000,same orientation
gorilla,9,109000000,1050,human,9,98000000,same orientation
human,7,41000000,2240,gorilla,7,41000000,same orientation
chimp,3,128000000,1913,human,3,124000000,same orientation
chimp,3,128000000,1700,gorilla,3,127000000,same orientation
human,20,43000000,2280,chimp,20,46000000,same orientation
human,20,43000000,2063,gorilla,20,45000000,same orientation
human,17,58000000,2073,chimp,17,58000000,same orientation
human,17,58000000,257,chimp,17,76000000,same orientation
human,5,33000000,2462,chimp,5,78000000,inversed
chimp,1,152000000,2534,gorilla,1,161000000,inversed
human,4,178000000,2292,chimp,4,182000000,same orientation
human,4,178000000,1814,gorilla,4,192000000,same orientation
human,1,65000000,2072,gorilla,1,69000000,inversed
human,9,4000000,1842,gorilla,9,32000000,inversed
chimp,8,122000000,2763,human,8,101000000,inversed
chimp,8,122000000,2384,gorilla,8,104000000,inversed
human,7,76000000,2128,gorilla,7,78000000,same orientation
human,7,76000000,1917,chimp,7,81000000,same orientation
human,7,76000000,381,chimp,7,80000000,same orientation
chimp,15,19000000,2337,gorilla,15,16000000,inversed
human,21,28000000,2176,chimp,21,27000000,inversed
human,21,28000000,2074,gorilla,21,29000000,inversed
chimp,2B,2000000,1864,gorilla,2B,2000000,same orientation
human,2,135000000,2366,chimp,2B,24000000,inversed
human,2,135000000,1603,gorilla,2B,25000000,inversed
human,2,135000000,260,chimp,13,98000000,inversed
chimp,12,87000000,649,human,12,127000000,same orientation
chimp,12,87000000,566,gorilla,12,130000000,same orientation
human,9,26000000,2056,gorilla,9,10000000,inversed
human,2,69000000,2357,chimp,2A,70000000,same orientation
human,2,69000000,2248,gorilla,2A,70000000,same orientation
human,12,47000000,2122,chimp,12,34000000,same orientation
human,12,47000000,1946,gorilla,12,47000000,same orientation
human,17,43000000,2294,chimp,17,50000000,inversed
gorilla,17,14000000,2181,chimp,17,56000000,same orientation
gorilla,17,14000000,2078,human,17,13000000,same orientation
gorilla,2B,1000000,2019,chimp,2B,0,same orientation
gorilla,3,197000000,1410,human,3,191000000,inversed
gorilla,4,134000000,2058,human,4,120000000,same orientation
gorilla,4,134000000,2057,chimp,4,124000000,same orientation
gorilla,20,23000000,2213,chimp,20,3000000,inversed
chimp,5,102000000,2172,human,5,120000000,inversed
human,16,39000000,1788,gorilla,16,42000000,same orientation
human,10,102000000,2361,chimp,10,95000000,same orientation
human,21,22000000,2188,chimp,21,21000000,same orientation
human,21,22000000,2073,gorilla,21,23000000,same orientation
gorilla,12,103000000,1577,human,12,78000000,inversed
gorilla,12,103000000,1565,chimp,12,114000000,inversed
human,6,165000000,2071,gorilla,6,168000000,inversed
human,6,17000000,2040,gorilla,6,17000000,same orientation
chimp,1,68000000,2276,human,1,70000000,same orientation
human,17,20000000,1615,chimp,17,32000000,inversed
human,18,3000000,1693,gorilla,18,3000000,same orientation
human,13,76000000,2787,chimp,13,85000000,inversed
human,13,76000000,2476,gorilla,13,86000000,inversed
chimp,14,62000000,2325,gorilla,14,61000000,same orientation
chimp,8,141000000,2302,human,8,82000000,inversed
chimp,8,141000000,1512,gorilla,8,85000000,inversed
chimp,8,141000000,544,gorilla,8,84000000,inversed
human,1,93000000,1687,chimp,1,100000000,same orientation
human,1,93000000,503,chimp,1,99000000,same orientation
chimp,6,96000000,2387,human,6,103000000,inversed
chimp,1,131000000,2030,human,1,131000000,inversed
gorilla,16,8000000,1912,chimp,16,8000000,same orientation
gorilla,16,8000000,1860,human,16,7000000,same orientation
human,13,2000000,367,gorilla,13,2000000,inversed
chimp,Y,15000000,2695,chimp,21,35000000,same orientation
chimp,Y,15000000,1092,chimp,7,161000000,same orientation
chimp,Y,15000000,928,chimp,7,160000000,same orientation
chimp,Y,15000000,379,chimp,21,36000000,same orientation
human,5,50000000,2414,chimp,5,60000000,inversed
gorilla,X,77000000,1870,human,X,72000000,same orientation
gorilla,X,77000000,609,chimp,X,76000000,same orientation
chimp,X,153000000,2355,human,X,28000000,inversed
chimp,X,153000000,1993,gorilla,X,31000000,inversed
chimp,7,127000000,2225,gorilla,7,124000000,same orientation
human,6,106000000,1840,gorilla,6,156000000,inversed
chimp,18,48000000,405,gorilla,18,71000000,same orientation
gorilla,4,74000000,1895,human,4,62000000,same orientation
gorilla,3,86000000,2196,chimp,3,77000000,inversed
chimp,10,130000000,2249,human,10,120000000,inversed
chimp,10,130000000,2019,gorilla,10,139000000,inversed
chimp,5,161000000,1914,gorilla,5,137000000,inversed
human,1,4000000,1712,gorilla,1,4000000,same orientation
human,1,4000000,1158,chimp,1,4000000,same orientation
human,1,4000000,955,chimp,1,3000000,same orientation
chimp,11,84000000,1968,human,11,68000000,inversed
gorilla,2A,81000000,2274,chimp,2A,81000000,same orientation
gorilla,2A,81000000,2072,human,2,79000000,same orientation
chimp,1,199000000,1913,human,1,177000000,inversed
chimp,1,151000000,2239,human,1,163000000,same orientation
chimp,15,34000000,2168,gorilla,15,35000000,same orientation
chimp,1,166000000,2328,human,1,133000000,same orientation
human,X,44000000,2465,chimp,X,12000000,inversed
human,X,44000000,1143,chimp,X,172000000,inversed
chimp,18,16000000,1856,human,18,40000000,inversed
chimp,12,3000000,1621,human,12,2000000,inversed
chimp,7,110000000,2412,gorilla,7,107000000,same orientation
human,3,186000000,2294,chimp,3,135000000,inversed
human,3,186000000,925,gorilla,3,134000000,inversed
human,16,59000000,1299,chimp,16,59000000,inversed
chimp,5,21000000,2172,gorilla,17,24000000,same orientation
chimp,5,21000000,1848,human,5,69000000,same orientation
gorilla,4,43000000,2391,chimp,4,43000000,same orientation
gorilla,4,43000000,2275,human,4,41000000,same orientation
human,8,91000000,1502,gorilla,8,93000000,same orientation
gorilla,2A,28000000,2062,chimp,2A,46000000,inversed
chimp,7,47000000,2222,human,7,47000000,inversed
gorilla,9,4000000,881,chimp,9,28000000,same orientation
gorilla,9,4000000,601,human,9,32000000,same orientation
gorilla,9,4000000,360,human,9,31000000,same orientation
chimp,4,40000000,1458,human,4,38000000,same orientation
chimp,4,40000000,1128,gorilla,4,39000000,same orientation
human,4,81000000,1978,chimp,4,46000000,inversed
human,4,81000000,746,chimp,4,45000000,inversed
chimp,3,11000000,2273,human,3,65000000,inversed
gorilla,17,52000000,2225,chimp,5,69000000,inversed
gorilla,8,69000000,1804,chimp,8,68000000,same orientation
gorilla,8,69000000,1754,human,8,67000000,same orientation
chimp,14,55000000,1671,gorilla,14,54000000,same orientation
human,8,94000000,2094,chimp,8,129000000,inversed
chimp,11,42000000,2166,gorilla,11,11000000,inversed
human,20,16000000,2199,gorilla,20,16000000,same orientation
gorilla,3,132000000,1815,human,3,188000000,inversed
gorilla,3,132000000,497,chimp,3,132000000,inversed
chimp,15,14000000,1963,gorilla,15,21000000,inversed
human,7,23000000,2254,chimp,7,22000000,same orientation
human,7,23000000,2037,gorilla,7,23000000,same orientation
human,1,68000000,2470,gorilla,1,66000000,inversed
human,9,9000000,1691,gorilla,9,27000000,inversed
human,13,18000000,2207,chimp,13,26000000,inversed
human,13,18000000,1842,gorilla,13,26000000,inversed
human,21,25000000,2239,chimp,21,25000000,inversed
human,21,25000000,1861,gorilla,21,27000000,inversed
gorilla,3,40000000,2164,human,3,37000000,inversed
human,2,138000000,2254,chimp,2B,21000000,inversed
human,2,138000000,1306,gorilla,2B,22000000,inversed
human,2,138000000,654,gorilla,2B,21000000,inversed
gorilla,16,20000000,1327,chimp,16,19000000,same orientation
gorilla,16,20000000,906,human,16,17000000,same orientation
gorilla,16,20000000,756,human,16,18000000,same orientation
gorilla,16,20000000,320,chimp,16,18000000,same orientation
human,12,12000000,2161,gorilla,12,12000000,same orientation
gorilla,4,161000000,2103,human,4,147000000,same orientation
gorilla,4,161000000,1979,chimp,4,151000000,same orientation
gorilla,16,45000000,2174,chimp,16,32000000,inversed
human,5,96000000,2292,chimp,5,127000000,inversed
human,5,96000000,2287,gorilla,5,113000000,inversed
gorilla,17,41000000,1582,human,5,53000000,same orientation
gorilla,15,3000000,1826,chimp,15,2000000,same orientation
gorilla,15,3000000,1786,human,15,2000000,same orientation
chimp,7,1000000,2111,human,7,1000000,same orientation
chimp,7,1000000,1632,gorilla,7,1000000,same orientation
gorilla,10,145000000,1978,human,10,126000000,same orientation
gorilla,12,13000000,2067,chimp,12,18000000,inversed
chimp,6,50000000,2333,human,6,47000000,inversed
human,9,83000000,2390,gorilla,9,85000000,inversed
human,7,110000000,2426,chimp,7,119000000,inversed
human,7,110000000,2130,gorilla,7,116000000,inversed
chimp,3,91000000,2015,human,3,89000000,same orientation
chimp,3,91000000,2013,gorilla,3,91000000,same orientation
human,12,61000000,2428,gorilla,12,68000000,inversed
gorilla,2A,46000000,2395,chimp,2A,28000000,inversed
human,6,75000000,2432,chimp,6,76000000,same orientation
human,6,75000000,1052,gorilla,6,77000000,same orientation
human,6,75000000,984,gorilla,6,76000000,same orientation
gorilla,2B,19000000,1480,chimp,22,0,same orientation
gorilla,2B,19000000,1443,chimp,2B,132000000,same orientation
gorilla,2B,19000000,1437,human,22,2000000,same orientation
gorilla,2B,19000000,1191,chimp,9,66000000,same orientation
gorilla,2B,19000000,1059,chimp,22,37000000,same orientation
gorilla,2B,19000000,1044,chimp,10,40000000,same orientation
gorilla,2B,19000000,1026,human,15,0,same orientation
gorilla,2B,19000000,1019,gorilla,9,48000000,same orientation
gorilla,2B,19000000,1002,human,9,40000000,same orientation
human,16,37000000,2224,gorilla,16,37000000,inversed
gorilla,4,156000000,2361,human,4,142000000,same orientation
gorilla,4,156000000,2307,chimp,4,146000000,same orientation
gorilla,17,94000000,2148,human,5,1000000,inversed
chimp,13,84000000,2043,gorilla,13,84000000,same orientation
chimp,11,126000000,2157,gorilla,11,94000000,inversed
human,9,110000000,1679,gorilla,9,121000000,same orientation
human,13,44000000,1826,gorilla,13,45000000,same orientation
chimp,2B,95000000,2163,gorilla,2B,95000000,same orientation
chimp,2B,95000000,1528,human,2,200000000,same orientation
chimp,2B,95000000,1036,human,2,199000000,same orientation
human,22,3000000,2261,gorilla,22,3000000,inversed
human,22,3000000,2202,chimp,22,3000000,inversed
gorilla,16,17000000,666,human,16,14000000,same orientation
gorilla,16,17000000,567,chimp,7,61000000,same orientation
gorilla,16,17000000,509,chimp,16,3000000,same orientation
gorilla,16,17000000,311,chimp,16,15000000,same orientation
gorilla,16,17000000,262,chimp,18,3000000,same orientation
human,3,140000000,2189,chimp,3,181000000,inversed
human,3,140000000,1862,gorilla,3,181000000,inversed
human,X,82000000,1679,chimp,X,112000000,inversed
human,X,82000000,411,chimp,X,110000000,inversed
human,12,25000000,2006,chimp,12,60000000,same orientation
human,12,25000000,1896,gorilla,12,25000000,same orientation
gorilla,3,92000000,1929,chimp,3,91000000,same orientation
gorilla,3,92000000,1813,human,3,89000000,same orientation
chimp,10,93000000,2212,gorilla,10,131000000,inversed
human,20,21000000,1958,gorilla,20,21000000,same orientation
human,7,14000000,2439,chimp,7,13000000,same orientation
human,7,14000000,2418,gorilla,7,14000000,same orientation
chimp,1,133000000,2065,gorilla,1,136000000,same orientation
human,6,163000000,2255,chimp,6,164000000,same orientation
gorilla,11,8000000,1994,human,11,7000000,same orientation
