sp,chr,loc,score,msp,mchr,mloc,color
chimp,16,77950000,2463,gorilla,16,80000000,inversed
human,16,75000000,2576,chimp,16,78100000,same orientation
gorilla,16,44500000,2283,human,16,40550000,same orientation
gorilla,16,44500000,349,human,16,40600000,same orientation
human,16,34650000,2216,gorilla,16,40000000,inversed
human,16,34650000,552,gorilla,16,40050000,inversed
chimp,16,25050000,1728,human,16,23400000,inversed
chimp,16,25050000,1723,gorilla,16,26050000,inversed
chimp,16,25050000,984,human,16,23450000,inversed
chimp,16,25050000,383,gorilla,16,26000000,inversed
human,16,42000000,3420,chimp,16,43750000,same orientation
human,16,42000000,1955,gorilla,16,45950000,same orientation
human,16,42000000,995,gorilla,16,45900000,same orientation
human,16,36800000,1511,gorilla,16,37800000,inversed
human,16,36800000,1376,gorilla,16,37750000,inversed
chimp,16,8050000,1943,gorilla,16,8000000,same orientation
chimp,16,8050000,1630,human,16,7700000,same orientation
chimp,16,8050000,1127,human,16,7650000,same orientation
chimp,16,8050000,534,gorilla,16,8050000,same orientation
gorilla,16,46650000,374,chimp,16,44450000,inversed
gorilla,16,46650000,315,human,16,42650000,inversed
chimp,16,4950000,948,human,16,4650000,same orientation
chimp,16,4950000,700,gorilla,16,4900000,same orientation
gorilla,16,16100000,2493,chimp,16,15900000,inversed
gorilla,16,50300000,2725,chimp,16,48050000,same orientation
gorilla,16,50300000,2149,human,16,46200000,same orientation
gorilla,16,50300000,719,human,16,46250000,same orientation
gorilla,16,50300000,431,chimp,16,48100000,same orientation
gorilla,16,7950000,2624,human,16,7600000,same orientation
gorilla,16,7950000,1745,chimp,16,7950000,same orientation
gorilla,16,7950000,854,chimp,16,8000000,same orientation
human,16,61600000,2332,chimp,16,70300000,same orientation
human,16,61600000,389,chimp,16,70350000,same orientation
human,16,49250000,294,gorilla,16,38400000,inversed
human,16,49250000,281,gorilla,16,49500000,inversed
human,16,49250000,268,gorilla,16,19350000,inversed
gorilla,16,40600000,2712,chimp,16,36850000,inversed
gorilla,16,40600000,1516,human,16,34100000,inversed
gorilla,16,40600000,1140,human,16,34050000,inversed
chimp,16,73750000,2395,gorilla,16,72250000,inversed
human,16,30850000,1903,gorilla,16,35900000,inversed
human,16,30850000,1717,chimp,16,42650000,inversed
human,16,30850000,1656,chimp,16,42700000,inversed
human,16,30850000,1476,gorilla,16,35850000,inversed
human,16,30850000,1213,chimp,16,31700000,inversed
human,16,30850000,1187,gorilla,16,35950000,inversed
human,16,30850000,1121,chimp,16,42750000,inversed
human,16,30850000,926,chimp,16,31750000,inversed
human,16,30850000,874,gorilla,16,34350000,inversed
human,16,2250000,2171,gorilla,16,400000,inversed
chimp,16,23000000,2692,gorilla,16,28150000,inversed
chimp,16,23000000,1529,human,16,25450000,inversed
chimp,16,23000000,1358,human,16,25400000,inversed
gorilla,16,75100000,2194,chimp,16,70900000,inversed
gorilla,16,75100000,2063,human,16,62150000,inversed
gorilla,16,55650000,2666,human,16,51500000,same orientation
gorilla,16,55650000,1847,chimp,16,53400000,same orientation
gorilla,16,55650000,924,chimp,16,53450000,same orientation
human,16,64350000,3068,chimp,16,73100000,same orientation
gorilla,16,25650000,3008,chimp,16,25450000,inversed
human,16,36950000,2331,chimp,16,39800000,same orientation
human,16,36950000,864,chimp,16,39750000,same orientation
chimp,16,75850000,2381,human,16,73300000,same orientation
chimp,16,75850000,1380,gorilla,16,78150000,same orientation
chimp,16,75850000,874,gorilla,16,78200000,same orientation
chimp,16,16700000,1248,gorilla,16,19150000,inversed
chimp,16,16700000,416,human,16,17250000,inversed
chimp,16,16700000,262,gorilla,16,19200000,inversed
chimp,16,79150000,1460,human,16,27750000,same orientation
chimp,16,27250000,1495,human,16,20950000,same orientation
chimp,16,27250000,1213,human,16,21000000,same orientation
human,16,8100000,2583,chimp,16,8450000,same orientation
human,16,8100000,2030,gorilla,16,8450000,same orientation
human,16,8100000,370,gorilla,16,8400000,same orientation
human,16,4800000,1687,chimp,16,5100000,same orientation
human,16,4800000,1191,gorilla,16,5000000,same orientation
human,16,4800000,906,gorilla,16,5050000,same orientation
human,16,4800000,841,chimp,16,5050000,same orientation
gorilla,16,850000,1356,human,16,1850000,inversed
gorilla,16,850000,1273,human,16,1800000,inversed
chimp,16,46050000,692,gorilla,16,48350000,inversed
chimp,16,40000000,1601,gorilla,16,37450000,inversed
chimp,16,40000000,256,gorilla,16,37400000,inversed
human,16,47550000,2853,chimp,16,49400000,same orientation
human,16,47550000,2109,gorilla,16,51600000,same orientation
human,16,47550000,836,gorilla,16,51650000,same orientation
human,16,47550000,553,chimp,16,49350000,same orientation
human,16,19650000,2159,gorilla,16,21700000,same orientation
human,16,19650000,1640,chimp,16,20650000,same orientation
human,16,19650000,942,chimp,16,20700000,same orientation
gorilla,16,76050000,654,human,16,71250000,same orientation
gorilla,16,28350000,1744,human,16,25650000,same orientation
gorilla,16,28350000,610,human,16,25600000,same orientation
gorilla,16,23600000,2239,chimp,16,27450000,inversed
gorilla,16,23600000,2110,human,16,21200000,inversed
gorilla,16,73150000,1777,chimp,16,72850000,inversed
gorilla,16,73150000,1703,human,16,64100000,inversed
gorilla,16,73150000,760,human,16,64050000,inversed
gorilla,16,73150000,712,chimp,16,72800000,inversed
chimp,16,100000,2359,human,16,2550000,same orientation
gorilla,16,2450000,1756,human,16,300000,inversed
gorilla,16,2450000,469,human,16,350000,inversed
gorilla,16,2450000,251,chimp,16,2500000,inversed
gorilla,16,41050000,1683,human,16,37200000,same orientation
gorilla,16,41050000,1095,human,16,37250000,same orientation
human,16,57650000,2299,chimp,16,60550000,inversed
human,16,57650000,977,chimp,16,60600000,inversed
chimp,16,10250000,2125,gorilla,16,10250000,same orientation
chimp,16,10250000,2029,human,16,9850000,same orientation
chimp,16,10250000,844,human,16,9900000,same orientation
chimp,16,10250000,517,gorilla,16,10200000,same orientation
gorilla,16,62650000,3194,human,16,58150000,same orientation
gorilla,16,27800000,2355,chimp,16,23350000,inversed
human,16,53350000,2955,chimp,16,55300000,same orientation
human,16,53350000,2034,gorilla,16,57650000,same orientation
human,16,53350000,447,gorilla,16,57700000,same orientation
chimp,16,58200000,2838,gorilla,16,64500000,inversed
gorilla,16,63250000,1991,human,16,58750000,same orientation
gorilla,16,63250000,902,human,16,58700000,same orientation
gorilla,16,31850000,2287,human,16,28650000,same orientation
gorilla,16,31850000,1671,chimp,16,30000000,same orientation
gorilla,16,31850000,740,chimp,16,29950000,same orientation
human,16,52750000,2380,chimp,16,54650000,same orientation
human,16,52750000,1890,gorilla,16,56950000,same orientation
chimp,16,11650000,2719,human,16,11250000,same orientation
chimp,16,11650000,1221,gorilla,16,11650000,same orientation
chimp,16,11650000,1122,gorilla,16,11600000,same orientation
chimp,16,21800000,2655,human,16,20350000,inversed
chimp,16,21800000,390,human,16,20300000,inversed
human,16,32050000,1139,gorilla,16,33700000,inversed
human,16,32050000,920,chimp,16,43000000,inversed
human,16,32050000,918,chimp,16,43100000,inversed
human,16,32050000,726,chimp,16,31100000,inversed
human,16,32050000,715,chimp,16,43200000,inversed
human,16,32050000,667,gorilla,16,34300000,inversed
human,16,32050000,599,chimp,16,43150000,inversed
human,16,62700000,2936,gorilla,16,74500000,inversed
human,16,64750000,2739,gorilla,16,72450000,inversed
human,16,64750000,623,gorilla,16,81000000,inversed
human,16,64750000,377,gorilla,16,72500000,inversed
human,16,34000000,1675,gorilla,16,40650000,inversed
human,16,34000000,1383,gorilla,16,40700000,inversed
chimp,16,27850000,1931,gorilla,16,23200000,inversed
chimp,16,27850000,1656,human,16,20700000,inversed
chimp,16,27850000,754,gorilla,16,23150000,inversed
gorilla,16,16750000,2219,chimp,16,16400000,inversed
gorilla,16,16750000,264,chimp,16,16350000,inversed
human,16,18250000,2482,chimp,16,19250000,same orientation
human,16,18250000,2327,gorilla,16,20300000,same orientation
human,16,46150000,1837,gorilla,16,50200000,same orientation
human,16,46150000,1656,chimp,16,48000000,same orientation
human,16,46150000,1148,chimp,16,47950000,same orientation
human,16,46150000,796,gorilla,16,50250000,same orientation
human,16,4450000,330,chimp,16,4700000,inversed
chimp,16,25600000,2463,human,16,22900000,inversed
chimp,16,25600000,2270,gorilla,16,25500000,inversed
gorilla,16,29750000,1646,chimp,16,28350000,same orientation
human,16,66900000,2027,chimp,16,67900000,inversed
human,16,66900000,1636,gorilla,16,70250000,inversed
human,16,66900000,776,gorilla,16,70300000,inversed
gorilla,16,77450000,2447,human,16,72600000,same orientation
gorilla,16,77450000,2425,chimp,16,75100000,same orientation
human,16,60950000,363,gorilla,16,65550000,inversed
chimp,16,78550000,823,gorilla,16,80800000,same orientation
chimp,16,78550000,457,gorilla,16,80750000,same orientation
chimp,16,73100000,2565,gorilla,16,72900000,inversed
chimp,16,73100000,574,gorilla,16,72850000,inversed
human,16,2400000,2298,gorilla,16,250000,inversed
chimp,16,23650000,2577,human,16,24800000,inversed
chimp,16,23650000,2478,gorilla,16,27500000,inversed
human,16,9500000,2582,chimp,16,9850000,same orientation
human,16,9500000,1894,gorilla,16,9850000,same orientation
human,16,9500000,928,gorilla,16,9900000,same orientation
human,16,9500000,401,gorilla,16,81000000,same orientation
human,16,9500000,377,chimp,16,9900000,same orientation
gorilla,16,54250000,1910,chimp,16,52000000,same orientation
gorilla,16,54250000,1228,human,16,50150000,same orientation
gorilla,16,54250000,771,human,16,50100000,same orientation
gorilla,16,3800000,2211,chimp,16,3850000,same orientation
gorilla,16,3800000,2062,human,16,3600000,same orientation
gorilla,16,40050000,2201,chimp,16,37400000,inversed
gorilla,16,40050000,2110,human,16,34600000,inversed
gorilla,16,40050000,577,chimp,16,37350000,inversed
gorilla,16,40050000,525,human,16,34650000,inversed
chimp,16,71900000,1832,human,16,63150000,same orientation
chimp,16,71900000,762,human,16,63100000,same orientation
chimp,16,16150000,671,human,16,14700000,inversed
chimp,16,16150000,393,gorilla,16,17000000,inversed
gorilla,16,51700000,2686,chimp,16,49450000,same orientation
gorilla,16,51700000,2163,human,16,47600000,same orientation
gorilla,16,51700000,835,human,16,47650000,same orientation
gorilla,16,51700000,325,chimp,16,49500000,same orientation
gorilla,16,75750000,2532,chimp,16,70250000,inversed
gorilla,16,75750000,2066,human,16,61550000,inversed
gorilla,16,75750000,573,human,16,61500000,inversed
gorilla,16,25000000,2727,chimp,16,26100000,inversed
human,16,32800000,2770,chimp,16,40550000,same orientation
human,16,60200000,2493,chimp,16,62350000,same orientation
human,16,60200000,2061,gorilla,16,64750000,same orientation
chimp,16,9450000,1873,human,16,9050000,same orientation
chimp,16,9450000,1692,gorilla,16,9450000,same orientation
chimp,16,9450000,310,human,16,9100000,same orientation
gorilla,16,73700000,2666,chimp,16,72300000,inversed
gorilla,16,73700000,2606,human,16,63550000,inversed
human,16,43400000,2543,gorilla,16,47400000,same orientation
human,16,43400000,1708,chimp,16,45150000,same orientation
human,16,43400000,1140,chimp,16,45200000,same orientation
chimp,16,40650000,2567,gorilla,16,36850000,inversed
gorilla,16,72100000,2406,chimp,16,69750000,same orientation
human,16,74400000,1949,gorilla,16,79300000,same orientation
human,16,74400000,264,gorilla,16,79250000,same orientation
gorilla,16,2200000,2879,human,16,550000,inversed
gorilla,16,2200000,2595,chimp,16,1400000,inversed
gorilla,16,2200000,303,chimp,16,1450000,inversed
gorilla,16,49800000,2224,chimp,16,47550000,same orientation
gorilla,16,49800000,1794,human,16,45750000,same orientation
gorilla,16,49800000,952,human,16,45700000,same orientation
gorilla,16,49800000,498,chimp,16,47500000,same orientation
gorilla,16,45100000,3087,human,16,41200000,same orientation
gorilla,16,71950000,2728,human,16,65250000,inversed
chimp,16,69600000,2543,gorilla,16,71950000,same orientation
chimp,16,37500000,2529,human,16,34700000,same orientation
chimp,16,37500000,472,human,16,34750000,same orientation
gorilla,16,66700000,2105,chimp,16,64300000,same orientation
gorilla,16,66700000,690,chimp,16,64350000,same orientation
gorilla,16,38400000,453,human,16,9600000,same orientation
gorilla,16,38400000,431,human,16,45450000,same orientation
gorilla,16,38400000,430,human,16,30750000,same orientation
gorilla,16,38400000,428,human,16,64600000,same orientation
gorilla,16,38400000,427,human,16,63100000,same orientation
gorilla,16,38400000,416,chimp,16,20600000,same orientation
gorilla,16,38400000,414,human,16,44850000,same orientation
human,16,57200000,2436,gorilla,16,61600000,same orientation
chimp,16,14300000,2617,human,16,13850000,same orientation
chimp,16,14300000,2092,gorilla,16,14450000,same orientation
human,16,57000000,2124,chimp,16,61200000,inversed
human,16,57000000,1153,chimp,16,61250000,inversed
chimp,16,46900000,2625,human,16,45100000,same orientation
chimp,16,46900000,2508,gorilla,16,49150000,same orientation
chimp,16,46900000,340,human,16,45050000,same orientation
chimp,16,7200000,2192,human,16,6850000,same orientation
chimp,16,7200000,1505,gorilla,16,7150000,same orientation
chimp,16,7200000,306,gorilla,16,7200000,same orientation
chimp,16,50050000,2719,gorilla,16,52300000,same orientation
chimp,16,50050000,2647,human,16,48200000,same orientation
chimp,16,50050000,363,human,16,48250000,same orientation
chimp,16,28600000,1623,gorilla,16,30850000,inversed
human,16,13150000,1887,chimp,16,13550000,same orientation
human,16,13150000,1654,gorilla,16,13650000,same orientation
human,16,13150000,1001,gorilla,16,13700000,same orientation
human,16,13150000,714,chimp,16,13600000,same orientation
chimp,16,78150000,1658,gorilla,16,80550000,inversed
chimp,16,78150000,278,gorilla,16,80500000,inversed
chimp,16,73650000,2647,human,16,64850000,same orientation
human,16,2600000,1739,chimp,16,150000,same orientation
human,16,2600000,1015,gorilla,16,50000,same orientation
human,16,2600000,401,gorilla,16,0,same orientation
human,16,2600000,388,gorilla,16,2700000,same orientation
human,16,2600000,342,chimp,16,2750000,same orientation
chimp,16,80600000,612,human,16,30100000,inversed
gorilla,16,53850000,2431,human,16,49750000,same orientation
gorilla,16,53850000,1939,chimp,16,51600000,same orientation
gorilla,16,53850000,739,chimp,16,51550000,same orientation
gorilla,16,53850000,413,human,16,49700000,same orientation
gorilla,16,4200000,2580,chimp,16,4250000,same orientation
gorilla,16,4200000,2477,human,16,4000000,same orientation
human,16,44400000,524,chimp,16,46150000,inversed
human,16,30750000,486,gorilla,16,34300000,same orientation
human,16,30750000,446,chimp,16,31550000,same orientation
human,16,30750000,411,chimp,16,43250000,same orientation
human,16,30750000,399,chimp,16,31650000,same orientation
human,16,30750000,313,chimp,16,43300000,same orientation
gorilla,16,64850000,2537,chimp,16,62450000,same orientation
gorilla,16,64850000,1995,human,16,60300000,same orientation
gorilla,16,64850000,831,human,16,55950000,same orientation
gorilla,16,64850000,563,human,16,60250000,same orientation
gorilla,16,68150000,2154,chimp,16,65750000,same orientation
gorilla,16,68150000,656,chimp,16,65800000,same orientation
gorilla,16,36250000,722,human,16,31750000,same orientation
human,16,59450000,2487,chimp,16,58450000,same orientation
human,16,59450000,703,chimp,16,58500000,same orientation
chimp,16,44650000,2172,gorilla,16,46850000,same orientation
